Comment,Polarity_Class,Polarity
আমি এক কথায় বলবো যে জীবন নামক এই নাটক টা বেষ্ট বেষ্ট সেরার চেয়ে অন্নেক বেশি  সেরা হয়েছেএজন্যেই হয়েছে যে নাট্য জগতে ঠিক এমন রুপেএমন চরিত্রে  এমন ভাষায়  এমন চিন্তাধারায়  এক কথায় আমাদের ইসলামিক আইননুসারে  মুছলমানগন যেভাবে যে সব আদর্শে + নিয়ম অনুসারে চলাফেরা এবং সঠিকভাবে এক একটা মুছলমান জন্মের শুরু থেকে শেষ নিশ্যাস ত্যাগ পয্যন্ত থাকা উচিৎ এবং দরকার প্রয়জন দুটো ই অসম্ভব এবং অসাধারণ এক রুপে রুপান্তিত করা হয়েছে  ++ পুরপুরি ভাবেই আরো একটি কথায় বলা যায় যে প্রত্যেক টা মুছলমানগন দের শিক্ষা দেওয়া হয়েছে সরণ করিয়ে দেওয়া হয়েছে আমরা মুছলমানরাকিভাবে কেমন করে সুন্দর এই বাস্তব্য জীবন টা কে  কিভাবে আল্লাহতালার বিধানানুযায়ী  হুজুর সাঃ শিক্ষায় নিজেদের বেঠিক এবং ভুল পথ থেকে  কিভাবে সঠিক পথে নিজেদেরকে দাড় করানো যায়  এবং কিভাবে থাকা উচিৎ,stronglyPositive,1.00
আমি জানিনা কিভাবে শুরু করবো তানজিন তিশা আমার অনেক পছন্দের একজন অভিনেত্রী আমার ক্রাশও বলতে পারেন নাহ ক্রাশ বললে ভুল হবে তার মাঝে আমি আমার ভবিষ্যৎ জীবন সঙ্গীনিকে খুঁজে বেড়াই ঠিক আমি যেমন করে চাই সেই মানুষটাকে এই নাটকে তার চরিত্রটাকেও ঠিক সেইভাবেই ফুটিয়ে তুলেছেন পরিচালক আমি ভেবে অবাক হচ্ছি উনি আমার মনের কথা কি করে জানলেন পুরো নাটকে অভিনয়টা অসাধারণ হয়েছে তিশার হিজাবী লুকটা মন কেড়ে নিয়েছে কিন্তু পরিচালক পুরো নাটকে ঘরে বাইরে যেভাবে তিশাকে প্রেজেন্ট করেছেন  নাটকের শেষ দৃশ্যেও তিশার সেই লুকটাই প্রত্যাশা করছিলাম যাই হোক গল্পের প্রয়োজনেই চরিত্রের সৃষ্টি সামগ্রিকভাবে খুবই ভালো লেগেছে নাটকটি এর রেশ কাটতে সময় লাগবে,stronglyPositive,1.00
একটা সুন্দর এবং অনেক সুন্দর বাস্তবতার নিরিখে তৈরি নাটকটাঅসাধারণবুকে ঊড়না টা দিলে একদম কম্পলিট হতো একটা জায়গায় ভুল হলো,weaklyPositive,0.44
একটি মেয়ে চাইলে সহজে একটি ছেলেকে খারাফ থেকে ভালো ভালো থেকে খারাফ উভয়ে করতে পারে অসাধারণ হয়ছে,stronglyPositive,1.00
এত ভাল গল্প আর অভিনয় দেখার পর আর কোন কমেন্টস করার সাহস নাই বৃন্দাবন দাশ অসাধারণ আর খুশী আপার কথা নাই বা বললাম আসলেই শেষের সংলাপ গুলো এত মায়াবী যে আবেগ ধরে রাখা কঠিন,stronglyPositive,1.00
অসম্ভব সুন্দর একটা নাটক আজকাল যুবক যুবতিদের ধ্বংস করার জন্যে যেসব ছাই পাশ নাটক নির্মিত হচ্ছে সেসকল নোংরা আর অশালীন সস্তা ভালোবাসার নাটক গুলোকে বাদ দিয়ে এরকম সুস্থ সুন্দর সামাজিক গল্পের নাটক বেশী বেশী নির্মাণ হোক,stronglyPositive,1.00
অনেক সুন্দর ও অসাধারণ হইছে শেষের দিকের কাহীনি অনেক মর্মাহত হয়েছে দুই চোখের জ্বল এসে গেছেতবে এইকাহিনির মতো অনেক পরিবারে ভাই নামের কিছু কলংক আছে জারা শুধু বোউয়ের আছল চারা আর কিছু চিনেনা তাদেরকে জানাই আমার পক্ষ থেকে জুতা মারার শুভেচ্ছা এমন ভাইদের জুতা মারা চারা আর কিছুই দেবার নাই আমার,stronglyNegative,-0.99
দারুন লাগলো নাটকটামন খুলে হাসতে চাইলে নাটকটি দেখুন তবে শেষের কথা গুলো  শিক্ষামূলক  নিজের সুখের জন্য  মা বাবাকে কষ্ট  দিয়ে  সুখী  হওয়া যায়না   অসাম মিউজিক,stronglyPositive,1.00
মন খারাপটা মোটামুটি হাসাহাসি করে ভাল হয়ে গেছে প্রবাসী আমরা সারাদিন ব্যস্ততার মাঝে দিন চলে যায়   প্রবাসীরা হাসতে জানে না কিন্তু সবার মুখে হাসি ফোটায় অনেক ভালো লাগছে নাটক দেখে   অনেক ভালো লাগছে  আসলে আমরা হাসতে ভুলে যাই দূর দেশে একা থাকি কিন্তু কষ্টের সময় এমন নাটক দেখে একটু ভালোই লাগে,stronglyPositive,0.97
সত্যি বেশ আনন্দদায়ক নাটক অভিনয় ভালো এবং কৌতুকপূর্ন ও মজার বিষয়,stronglyPositive,1.00
বালের প্রেম ভালোবাসা সস্তা আবেগ ছাড়াও যে এত সুন্দর নাটক করা যায় তা আবারও দেখিয়ে দিলো বৃন্দাবন দাঅসাধারণ,stronglyPositive,0.88
আসলেই সত্যি অসাধারণ একটা নাটক  নাটকটি দেখে অনেক মজা ও পেয়েছি আবার অনেক দুঃখ ও পেয়েছি  আমাদের সমাজে এমন সব ঘটনা হরহামেশাই ঘটে থাকে   তারই সত্যতা প্রকাশ পেয়েছে এই নাটকটির মধ্যে  বৃন্দাবন দাস  লাভলু    আল হাজেন   দিপু হাজরা   আরো কিছু পরিচালক আছেন নাম মনে নেই এই মুহূর্তে আমার  এরা আসলেই অভিনয় জগতে বাংলাদেশের মুখ উজ্জ্বল করে রেখেছেন  আমি ব্যক্তিগত ভাবে এই সকল পরিচালক সাহেব দের কে ধন্যবাদ জানাচ্ছি  আমার  জীবনে  আমি  কত সংখ্যক বাংলা নাটক দেখেছি তার কোন হিসাব নাই  ও আর একটা কথা না বললেই নয় বাংলাদেশের চলচ্চিত্র অভিনেতা অভিনেত্রী দের ছেয়ে নাটকের অভিনেতা অভিনেত্রী এরা সবাই অনেক অনেক ভালো অভিনয় করেন  আমি তাদের সবাইকে  ও শুভেচ্ছা ধন্যবাদ জানাই তারা  যেন  সবাই মিলে  এ ধারা  অব্যাহত রাখেন  ধন্যবাদ  সবাইকে,stronglyPositive,1.00
বেশিরভাগ জয়েন ফ্যামিলির গল্প এটা নয় নাটক আবির্ভূত হয়ছে ফুলিকে কেন্দ্র করে জয়েন ফ্যামিলির গল্প অতি সামান্যই পাওয়া গেছে আমরা যৌথ পরিবারে বেড়ে উঠেছি এবং আমাদের আশেপাশে অনেক যৌথ পরিবার দেখেছিনাটকের অঞ্চলেই যৌথ পরিবারে টুকটাক ঝগড়া বিবাদ মনোমালিন্য যেমন লেগে থাকে তেমন সাংসারিক কাজের ক্ষেত্রে কম বেশি সবাই সবাইকে সহযোগিতা করে একজন হয়ত কাজ বেশি করে তবে সাজুগুজু বিবি হয়ে মাটিতেই পা নামায় না এমন চরিত্র পাওয়া কঠিনযাহোক নাটকটি নির্মান সংশ্লিষ্ঠ সকলেই অত্যন্ত অভিজ্ঞ দক্ষ তাঁরা অবশ্যই বাস্তবের জয়েন ফ্যামিলির বেশিরভাগ গল্পের সাথে পরিচিত,weaklyPositive,0.59
ভালো নাটক চোখ ভিজলো সবার অনবদ্য অভিনয় ছেলে দুটো তো মা বাবাকে ছাড়িয়ে যাবে সংলাপ সুন্দর একটা গল্প দেখলাম ধন্যবাদ সংশ্লিষ্ট সবাইকে,stronglyPositive,1.00
অনেক অনেক অনেক উপভোগ করলাম নাটকটাসবাইকে বলছি বোন কে কেউ কস্ট দিবেন না কারণ আপনার জন্য বোনের চেয়ে ভালো কোনো সৎ চিন্তক নেই আমার একটাই আফসোস আমার কোনো বোন নাই তাই পৃথিবীর সকল বোনদের প্রতি রইল বিনম্র শ্রদ্ধা ও আন্তরিক ভালবাসা,stronglyPositive,0.99
বৃন্দাবন দাস আমাদের মুগ্ধ করতে থাকুন এরকম নাটক বারবার দিয়ে বয়স বেশি বা দেখতে অত সুন্দর না বলে শাহনাজ খুশি কে হয়ত অনেকের এত বেশি পছন্দ না কিন্তু আমার মতে উনি এই সময়ের অন্যতম শ্রেষ্ঠ অভিনেত্রী ভালো থাকুন ভালো রাখুন,stronglyPositive,1.00
শাহনাজ খুশি বাংলা নাটকের অনেক বড় সম্পদ আফসোস উনার মেধার উপযুক্ত মূল্য এখানে নাই সার্ভিস হোল্ডার কতা দিলেম তো র পর আবার নাটক দেখে চোখে পানি এলো যুগ যুগ জিও খুশি,weaklyPositive,0.53
বৃন্দাবন দাসের নাটক মানেই অসাধারণসুখ দুঃখ হাসি কান্না মিশ্রিত শিক্ষনীয় নাটক নাটকটা দেখে আমি সত্যিই আবেগাপ্লুত হয়ে গেছি,stronglyPositive,1.00
সবি ভালো লাগলো কিন্তু অভিনয় আর বাস্তব আমার কাছে একই তাই নিজের বউকে বোন না বানানোই ভালো আর মানুষ সফলতা পেতে বিফলতা ভুলে যায় তাই সফলতার সাথে বিফলাতাও জড়িত সেটা মনে রাখা দরকার,weaklyPositive,0.60
দেখার মতইমনোমুগ্ধকর হৃদয়ে সাড়া জাগানো নাটক ফিনিশিং অভিনয়গগুলো  দারুন ছিল ভালো লাগসেমনে ধরসে সত্যিই অস্থির নাটক,stronglyPositive,1.00
বর্তমান নাটকগুলোতে এত ভালবাসাবাসি থাকে মনে হয় ভালবাসা দিয়েই সব হয়এরকম বাস্তবসম্মত নাটকের সংখ্যা দূরুহধন্যবাদ পরিচালককে এরকম একটা নাটক বললে ভুল হবে বাস্তবতামেয়েদের বিলাসিতাঅহংকারনেরো মাইন্ড তুলে ধরার জন্যবিদ্র সব মেয়েরা একরকম না,stronglyPositive,0.94
বর্তমান নাটকগুলোতে এত ভালবাসাবাসি থাকে মনে হয় ভালবাসা দিয়েই সব হয়এরকম বাস্তবসম্মত নাটকের সংখ্যা দূরুহধন্যবাদ পরিচালককে এরকম একটা নাটক বললে ভুল হবে বাস্তবতামেয়েদের বিলাসিতাঅহংকারনেরো মাইন্ড তুলে ধরার জন্যবিদ্র সব মেয়েরা একরকম না,stronglyPositive,0.94
হাসানের অভিনয় বরাবরই ভালো লাগে  এ নাটকে সে অসাধারণ চরিত্রে অভিনয় করেছে  দুষ্ট বৌয়ের কথায় নিজেকে বিলিয়ে দেয়নি এটা দেখে খুব ভালো লাগছে,stronglyPositive,1.00
আগের নটক গুলো মধ্যে  কিছু শিক্ষনিয় ব্যপার ছিল কিন্তু এখন কি বাভে ভালোবাসার অপব্যবহার বেশি হছেছ  নাটকের অবিনয় খুবই ভাল আমি ছায় প্যমেলি নিয়ে  নাটক গুলো এর মধ্যে  ভালোবাসা রাগ অবিমান সব কিছু  মিলেয়ে একটি ভালো মানের নাটক সব শেষে নিসু তিসা অপূর্ব মেহেজাবিন এদের অবিনয় আমার কাছে খুবিই ভাল  লাগে,weaklyNegative,-0.46
কয়েকটি খারাপ ভাষা ব্যবহার না করলে কিন্তু নাটক টা আরো সুন্দর হতোএমনিতে অনেক সুন্দর লাগছেবস বলে কথা,stronglyPositive,1.00
নাটক ভালো ছিলো কারন দুইজনে খুব পছন্দের  সম্যসা হলো কিছু ডায়লগ আর ড্রেস কোড  সামনে ভালো কিছু হোক শুভেচ্ছা রইলো,stronglyPositive,1.00
তাহসান ভাইয়া  আপনি ভালো নাটক করেন আর খারাপ নাটক করেনআমি আপনার ছোট ভাইআপনাকে সারা জিবন ভালোবাসবোইনশাল্লাহ,stronglyPositive,1.00
আমি একজন ভারতীয় বাংলাভাষী বাংলাদেশের নাটক আমার ভীষণ ভীষণ‌ই ভালো লাগে একজন নায়ক বা নায়িকার নাম বললে খুবই অন্যায় করা হবে নিশো অপূর্ব সজল  তানজিন তিশা মেহজাবিন নুসরাত ইমরোজ তিশা এদের সবার অভিনয়‌ই আমার ভীষণ ভালো লাগে,stronglyPositive,1.00
মনে হয় একটা নাটক দেখলামএকদম পাক্কা হাতের কাজআর অপূর্ব জাস্ট ওয়াসামওহ্তার হাঁটার স্টাইলরাগের ভংগিমা এবং তাকানোসহ শান্তভাবে সাবলীল অভিনয় প্রচণ্ড আনন্দ দায়কশিহাব শাহীন আপনাকেও ধন্যবাদ এ রকম আরাম দায়ক নাটক দর্শকদের দেয়ার জন্য,stronglyPositive,1.00
অপুর্ব বস তোমার নাটক গুলো অসাধারণ হয়আর তানজিম তিশা আপু আমার ক্রাশ কিউট আপু,stronglyPositive,1.00
আপুর্ব বস তোমার নাটক গুলো অসাধারণ হয়আর তানজিম তিশা আপু আমার ক্রাশ কিউট আপু,stronglyPositive,1.00
অসাধারণ অপূর্ব আপনাদের নাটক অসম্ভব রকমের প্রশংশার দাবি রাখেঅনেক অনেক ধন্যবাদঅপূর্ব ও তিসাকে ধন্যবাদ,stronglyPositive,1.00
অসম্ভব সুন্দর হয়েছে আবারো প্রমানিত হলো গ্রামের কাহিনী নিয়ে তৈরী যেকোনো নাটক বা সিনেমা সবসময় বেস্ট,stronglyPositive,1.00
অদ্ভুত একটা সুন্দর নাটক কত বার যে দেখলাম তার হিসাব নাই সেই দিনের কথা মনে পরে যায় যখন কলেজে পরি পরিচালক খুব সুন্দর ভাবে তুলে ধরেছে যে দেখতে বড় হলেও বিয়ের বয়স হয়েছে তা মোটেও ঠিক না আগে হয়তো বা বয়স নিয়ে এত চিন্তা ছিল না এবং সে জন্য মেয়েরা অনেক যন্ত্রনা ও অত্যাচারের শিকার হয়েছে সে দিন আর নাই ছেলেদের মতোই মেয়েদের ও পড়াশুনা করতে হবে একজন শিক্ষিত মা অর্থ হলো শিক্ষিত জাতি,weaklyPositive,0.56
নাটকের শুরুটা ইন্টারেস্টিং প্রথম ১০ মিনিট দেখলেই যে কেউ এর শেষ না দেখে উঠতে পারবে না কাহিনীর মাঝামাঝিটাও ভালই ছিলো কিন্তু শেষে মনে হল পরিচালক হুদাই চুইংগাম এর মতো টেনে লম্বা করতে চাইতেছেভাই রাইটার সুন্দর গল্প লিখছেন কিন্তু বাস্তবের সাথে একটু মিল রাইখা লিখতেনবাংলাদেশের মেয়েদের এত আকাল পড়ে নাই যে একটা ছেলের পিছে ১২ কিলো দৌড়াতে থাকবেশেষের সিন এন্ডিংটা হজম হইলো না,weaklyNegative,-0.60
আল্লাহর কসম লাগে৷৷  তোরা ভারতীয় চ্যানেল গুলো বাদ দিয়ে৷৷  আমার সোনার বাংলার৷৷ অসাধারণ নাটক গুলি দেখ৷৷৷ সত্যিই পরিচালক কে ধন্যবাদ দিয়ে ছোট করতে চাইনা৷৷  কারণ এতো সুন্দর নাটকের জন্য৷৷ শুধু ধন্যবাদ দিলে হবে না৷৷  এর চেয়ে আরো বেশি কিছু দেওয়া দরকার৷৷ অপূর্ব এবং তানজিন তিশা কে৷  অনেক অনেক ভালোবাসি৷৷৷ আমরা প্রবাসিরা আপনাদের এতো সুন্দর নাটক গুলো দেখে সব দুঃখ কষ্ট ভুলে যাই৷৷ আই,stronglyPositive,1.00
ভালোবাসা বোধ হয় এমনি হয় প্রিয় মানুষটাকে ভালোবেসেও সহজে মুখে স্বীকার করতে না পারার ব্যাথা সেই বুঝে যে প্রিয় মানুষটির জন্য অপেক্ষার প্রহর গুনেআর পরিচালক শিহাব শাহিন মানেই  অসাধারণ কিছু,stronglyPositive,1.00
আমার জীবনটাকে এমনি একটা পিচ্চি মেয়ে গুরিয়ে দিয়েছে ভালো থেকো ভালবাসা ভালো থাকুক ভালোবাসার মানুষগুলো,stronglyPositive,0.96
অসম্ভব সুন্দর এত ভালো লেগেছে নাটকটা অনেকদিন পর একটা মনের মতো নাটক দেখলাম শিহাব শাহীন ভাইয়ার নাটক খুব ভালো লাগে আর অপূর্ব ভাইয়ার বড় ফ্যান আমি,stronglyPositive,1.00
আসলে ভালো লাগছে নাটক মিষ্টি দুষ্ট ভালোবাসা,stronglyPositive,1.00
অসম্ভব রোমান্টিক  অভিনয় ৯১০ খুবি ভালো ছিল,stronglyPositive,1.00
অতীত বড়ই দুঃখের আবার বড়ই সুখের যদি মনে পরে যায়,weaklyPositive,0.56
নিশো এবং অপূর্বর নাটকে যারা আনলাইক দেয় তাদের মধ্যে প্রেম বা রোমান্টিকতা নেইঅসম্ভব সুন্দর নাটক অনেক ভালো লেগেছে,stronglyPositive,1.00
প্রিয় মানুষের প্রিয় নাটক→অবুজ দিনের গল্প নাটক টা না দেখলে বুঝতে পারতাম না বাংলা নাটক এতো সুন্দর হয়নাটকের দুনিয়া আমরাই সেরা,stronglyPositive,1.00
সত্যি বলতে কি এই রকম পাগলী টাইপের ভালোবাসা আমার খূব ভাল্লাগে,stronglyPositive,1.00
অপূর্ব মানে অপূর্ব নাটক টা না খুব সুন্দর হয়েছে এ যাবত আর দেখছি আরো কত বার যে দেখবো আই মিস ইউ নতুন বছরের সেরা নাটক,stronglyPositive,1.00
মেয়েটার পাগলামী দেখে আসলেই অনেক ভালো লাগলো আমাদের সবার প্রেম যেন এরকম মধুময় হয় তাই আমরা একে অপরকে না ঠকিয়ে দুজনের মতামত নিয়ে বিয়ের আসরে বসা অনেক ভালো,stronglyPositive,1.00
অপূর্বের নাটক অপূর্ব হবেনা তাইকি কখনো হয় সত্যিয় নাটক টা অপূর্ব হয়েছে খুবি রোমান্টিক একটা নাটক আমার তো খুব ভালো লেগেছে,stronglyPositive,1.00
♪♪♪ অসাধারাণ অসাধারাণ  নাটক ♪♪♪ অপৃর্ব বেষ্ট তিশার অভিনয়  টা খুব খুব ভালো লাগলো ♪♪♪♪,stronglyPositive,1.00
অপূর্ব মানে নতুন কিছু অপূর্ব ভাইয়ার নাটকগুলো অসাধারণ মিস ইউ অপূর্ব ভাইয়া,stronglyPositive,1.00
নাটকের নায়িকা সো সুইট আমার অনেক ভাল লেগেছে অভিনয় টা অনেক সুন্দর মনে ক্রাশ খাওয়ার মত  চোখ এবং হাসিটা খুবই মন কাড়ার মত,stronglyPositive,1.00
এই প্রথম দেখলাম অপূর্ব নায়িকাকে প্রশয় দিলনা নায়িকা ওর জন্য পাগল তবে নাটকটা ভালো লাগলো,weaklyPositive,0.60
আসলে যে কি বলবো ঠিক বুজে উঠতে পারছিনাঅপূর্ব আসলেই অপূর্ব আমি পুরাই পাগল হইয়া যাবো যতো দেখছি ততই তার প্রেমে পরছিএতো এতো রোমান্টিক কেমনে হয় মানুষ অনেক ভালোবাসি  অপূর্ব  তোমাকে,stronglyPositive,1.00
অসাধারণ নাটকঅপূর্ব তো বসতানজিন তিশা অনেক সুন্দর পাগলামির অভিনয় করেছেসবমিলে অনেক সুন্দর হয়েছে নাটকটা,stronglyPositive,1.00
অসাধারণ খুব ভালো লাগলোএমন সুন্দর আর দুষ্টু একটা জীবন সঙ্গী চাই,stronglyPositive,1.00
অপুর্ব হলো নাটকের রাজাআর নাটক পরিচালকের মধ্যে সিহাব সাহীন অসাধারনমেহজাবিন হলে আরো ভালো হতো তবে তিশাও অসাধারন কে কে আমার মতো অপুর্বতানজিন তিশা আর সিহাব শাহীন ভই এর ফ্যান তারা লাইক কমেন্ট করে সাথে থাকোআশা করি নাটকটি বেস্ট হবে,weaklyPositive,0.53
শিহাব শাহীন বলেই এমন টা সম্ভব হয়েছে তিশার অভিনয় আপ টু দ্যা মার্ক এই প্রথম তিশার এত সুন্দর অভিনয় দেখলামঅসাধারণসস্তা আর ফালতু গল্পের নাটকের ছড়াছরিতে নাটক দেখা ছেড়েই দিয়েছিলাম ধন্যবাদ শিহাব শাহীন কেতবে নায়ক নায়িকার বিবাহ পরবর্তী কিছু রোমান্স শেষের দিকে থাকলে পরিপূর্ণ হত এই টুকু খুব মিস করলাম,stronglyPositive,1.00
শেষ পর্যন্ত নাটকটা খুবই ভাল লাগল খুবই বাস্তব কাহিনীনির্ভর একটা নাটক আর অসাধারণ স্যাক্রিফাইস নিজের চাওয়াগুলো অপূর্ণ রেখে অন্যের ভাল চাওয়াটাই হয়ত প্রকৃত ভালবাসা,stronglyPositive,1.00
এক কথায় অসাধারণ অসাধারণ জার কোন তুলনাই হয় না ভালোবাসা অবিরাম ভালবাসার কোন মৃত্যু হয় না যাকে ভালবাসি তাকে না পেলে  কত যে বেদনা সেই বোঝে,stronglyPositive,1.00
আমার মত নিশোর ভাইয়ের পাগলা ভক্ত আছে নাকি এখানে থাকলে লাইক দিয়ে জানিয়ে দিন  আর ভালো লাগলে আমার চ্যানেলটা  সাবসক্রাইব করবেন প্লিজ ধন্যবাদ,weaklyPositive,0.59
ব্লেডের সিন নিয়ে নাটক টিকেই নষ্ট করেন নি সমাজ কে রিস্কি কাজের উদ্ধৃতি করলেন কেনো এতো সুন্দর নাটক দেখে কিবেদনাময়ী ছেলেমেয়েরা এসব কাজ করবে না আমরা আপনাদের কাজ থেকে এসব কাস্ট চাই না ভালো থাকবেন সমাজ কে ভালো কিছু শেখাবেন এটাই প্রত্যাশা করি ধন্যবাদ আপনাদের সেই সাথে পাঠক কেও,weaklyNegative,-0.54
ইউটিউবে যদি লাইকডিচলাইক ছাড়া ফেসবুকের মত ৬ টা ইমোজি থাকতো তাহলে রিয়েক্ট দিয়ে বুঝায় দিতাম ঠিক কতটা ভাল লাগছেআরেফিনঅমি ভাই আসলেই অসাধারন গল্প তেরী করে আর বসআফরান নিশো ভাইয়ের কথা কি বলব সেতো রিয়েল হিরো আর তানজিন তিশাও অসাধারন,stronglyPositive,1.00
নাটক টা সেরা বর্তমানের প্রেমগুলো এমন ই হয় প্রথমে ইউজ করে পরে যেকোন একটা সাবটারফিউজ দেখিয়ে সম্পর্ক নষ্ট করে দেয় বর্তমানের প্রেম গুলো ই ইউজ করার প্রেম,stronglyNegative,-0.97
কিছু কিছু নাটকের কোন কমেন্ট বা বলার মত ভাষা থাকে না কিন্তু অনুভূতিটা এমন ভাবে প্রদশন করেন যা কিনা দশকের মনে অদ্ভূত ভালোবাসা তৈরি হয় ঐখানেই পুরোটিমের স্বাথকতা  নিসন্দেহে ভালো কাজ বলার প্রযোজন হয় না,stronglyPositive,0.83
নিঃস্বার্থ ভালোবাসা গুলো এমনিই হয় হাজার বার চাইলেও তাকে ছাড়া থাকা অসম্ভব  নিজের সাথে পুরোপুরি মিল পেলাম,stronglyPositive,1.00
সত্যিই কাদলামগল্পটা অসাধারণ এমন ভালোবাসা পাগল মেয়েগুলো কে পাওয়া অনেক ভাগ্যেরর ব্যপার ভালোবাসাকে এমন ভাবেই ভালোবাসা উচিৎ  প্রত্যেকটা ব্রেকাপের পিছনের একটা গল্প থাকেআর তাই সেই গল্পটাকে ইগনোর না করেহাল ছেড়ে না দিয়ে সম্পর্কটা পুনরায় বহাল করাটা কজনে পারেভালো থাকুক প্রতিটা প্রমিক আত্নাভালো থাকুক প্রতিটা সম্পর্ক ভালো থাকুক সকলের ভালোবাসাভালো থাকুক সকলের ভালোবাসায় মানুষ পূর্ণতা পাক প্রতিটা ভালোবাসার গল্প,stronglyPositive,1.00
অসাধারণ ছিল পুরো নাটকটি কোথাও কোন বিরক্তি ছিলো না খুবই চমৎকার একটি গল্পের নাটক নাটকটি শেষ হবার পর আমি কয়েক মিনিট কিছু চিন্তাই করতে পারিনি বেশ কিছুদিন ধরে নাটকটির পোমো দেখছিলাম তখন মনে হয়েছে এটি একটি হাসির নাটক হবে এক্স গার্লফ্রেন্ড এক্স বয়ফ্রেন্ড  এরকম ধরনের  কিন্তু কাজল আরেফিন অমি ভাই এত সিরিয়াস একটা নাটক বানিয়ে ফেলবেন তা আমার চিন্তারও বাইরে ছিলযাইহোক অসম্ভব ভালো একটা নাটক হয়েছে শেষ দৃশ্যে কাঁদিয়েছেন পরিচালক আর নিশো ভাই তানজিন তিসা এবং  কাজল আরেফিন অমি ভাই এই তিনজন মানেই হচ্ছে অসম্ভব ভালো একটা কিছু  যা মানুষকে হাসাবে কাদাবে এবং ভাবাবেনিশো ভাই এর অভিনয় এর কথা বাদই দিলাম তিনি বরাবরই ভালো  অভিনয় করেন কিন্তু তানজিন তিশার অভিনয়ের প্রগ্রেস দেখে আমিতো খুবই অবাক তানজিন তিশা খুব ভালো করেছেন হ্যাটস অফ ইউ আর নাটকের পুরো টিমকে ম্যানেজমেন্টকে আমার আন্তরিক ধন্যবাদ ও কৃতজ্ঞতা যারা এতো কষ্ট করে আমাদের জন্য এতো সুন্দর নাটক  বানিয়েছেন নাটকের পুরো টিমকে আমার কৃতজ্ঞতা আমাদের এতো সুস্থ সুন্দর বিনোদন দেয়ার জন্য নাটকের টিমের সবাইকে আমার ঈদের শুভেচ্ছা ঈদ মোবারক,stronglyPositive,1.00
দারুন সুপার লাভলি সু সুইট,stronglyPositive,1.00
অসাধারণ একটা জুটির অসাধারণ একটা নাটক ছিল  শেষ ৫ মিনিট  ভীষণ কষ্ট লাগলো বারবার দেখতে ইচ্ছে করছে,stronglyPositive,1.00
অমি ভাই  প্রথম কাজটাই ফাটিয়ে দিলেনদারুণ শুরুতবে সবারই অভিনয় ভাল ছিলোএক কথায় ভাল্ল লাগছে,stronglyPositive,1.00
যখন মন খুব খারাপ থাকেতখন আপনাদের নাটক দেখিতখন মনটা আরো খারাপ হয়ে যায়আর একটা সময়ে মন খারাপে মন খারাপে কাটাকাটিসত্যি অনেক ভাল লাগে আপনাদের অভিনয় গুলা দোয়া রইলো চালিয়ে যান ভাই৷৷৷৷৷  সারাটি জীবন,weaklyPositive,0.60
ভাই হুমায়ুন এর লেখা শঙ্খচিল কারগার এর শেষের পর্ব পড়ে বুকের বা পাশে যেমন লাগে লাগছিল দীপু নাম্বার টু এর শেষ দৃশ্য দীপু তারিফ কে বলছিল হয়ত আর কোনদিন দেখা হবে না কথাটা অল্প কিন্তু এর গুরুত্ব র্মমার্থ বুকের ধক করে উঠেছিলআজ আপনার নাটকের শেষ দৃশ্য টা দেখে ঠিক এমন একটা ফিল হল এগিয়ে যান ভাল কিছু হবে পাবে নাটক সহ এ মিডিয়া জগত এটা আশা করা যেতেই পারে আর অমি দার সাথে আছেন রাজ দার সাথে আছেন ফুটে তোলা কাস্ট একটিং ডিরেকশন সব মিলে এত লং নাটক সাধারণত দেখা হয় না দেখি না বাট এটা পারফেক্ট ফ্লেবারই মনে হইছে অনেক অনেক শুভকামনা ভাই,stronglyPositive,1.00
নাটক খাইতে দারুণ লাগলো………আসলেই অনেক মজা হইছে নাটক রান্নাটা ঝাল লবন স্বাদ একদম পার্ফেক্ট আর শেষে হালকা একটু চিনি নাটক রান্নাটায় একটা রেজালা ভাব এনে দিছে……… আহা অসাধারণ খানা…,stronglyPositive,1.00
এবারের ঈদের সবচেয়ে ভালো নাটক এখন পর্যন্ত যতগুলা নাটক দেখলাম এক কথায় অসাধারন উপভোগ করার মত বেশ ব্যাতিক্রম নাটক পুরাটা সময় দেখার মত একটা অসাম নাটক পরিচালক কে অসংখ্য ধন্যবাদ এমন সুন্দর নাটক বানানোর জন্য আগামীতে আরো সুন্দর নাটকের অপেক্ষায় রইলাম আমরা দর্শকরা ভালো থাকবেন,stronglyPositive,1.00
অদ্ভুত ভালো লাগা নাটকটা খুব ভালো হয়েছে সুন্দর নাটক বানানোর জন্য পরিচালকরে ধন্যবাদ,stronglyPositive,1.00
না দেখলে পুরাই মিসকমেডিতে ভরপুর রুমান্টিক নাটকযতক্ষণ দেখেছি উপভোগ করেছি,stronglyPositive,1.00
প্রথম অর্ধেক দেখার পরেও ভাবছিলাম অতো ভালো হবে না কিন্তু শেষ করে ভালো লাগসে সাবিলা নূর  কথার মধ্যে একটা টান ছিলো ওটা না থাকলে ভালো লাগতো ওভারঅল ভালো,weaklyPositive,0.60
