Comment,Label
??????? ??? ???? ??? ????? ? ????? ???????,0
????? ?? ??? ????? ?????? ????????? ???? ??????? ???? ??? ???????? ????? ????? ???? ???? ????? ?????? ??? ??? ???? ??? ???????,0
??? ????? ??? ????,0
   ???? ???? ??????,0
??? ??????? ?????? ??? ?????,0
???? ???? ??? ??? ????? ???? ???? ???? ??? ??? ??????? ?????,0
???? ????? ?? ???? ???? ???,0
??????  ?????  ? ???? ???,0
??? ???? ??? ???? ??? ???? ???? ???? ?? ?????? ??? ?? ?????? ?????? ???? ??????? ???? ??????????,0
???? ?????,0
?????? ???? ????????? ?? ??? ????? ?????? ?? ???,0
?? ??? ???? ?? ???? ??? ?? ????? ????,0
?????? ???? ???? ???? ????????????????????,0
??? ????,0
?????? ????? ?? ???? ???? ???? ????  ????,0
??????? ?????? ????????? ?? ??? ?? ???????? ?????,0
??????? ? ????? ???? ?????? ????? ???? ????,0
?????? ????? ???? ???????,0
??????  ???? ???????,0
??? ????? ????,0
?????? ?? ????? ????,0
????? ???? ?? ???,0
?????? ?????? ??? ????? ??,0
?????? ?????? ???? ??,0
??????? ?? ?????,0
?? ?? ???? ? ???? ??????? ????? ?? ????,0
??? ???? ???? ????? ??,0
???? ?????? ???? ???? ????? ?????? ????? ???? ??,0
??????? ?????? ???? ??? ?????? ????? ????? ????,0
???? ???? ????,0
???? ???? ??? ?????? ??????? ????? ????? ???? ????? ????? ?? ????? ???,0
?? ?????? ?? ????? ???? ???? ?? ??? ??????? ???? ??????? ?? ?????? ???? ???? ???? ??????? ????? ???? ???? ??? ????? ????  ??????  ?????? ???? ????? ?????? ???? ?????  ???? ???? ?? ????? ???? ????? ??? ???????? ???? ?????? ????? ?? ???? ?????,0
?????? ???? ??????,0
????? ???? ???????????????? ???? ???? ????? ??????? ?????,0
??????  ???  ???? ??????? ,0
??????? ?? ???? ??? ??? ????? ???? ???? ??,0
????? ??????? ???? ???? ???????? ??????? ?? ???? ???? ???? ?????????????,0
???? ?????? ????? ???? ??? ??? ??? ??????? ??????? ?? ??? ?????  ??? ???????? ????????? ?? ??? ????????? ???? ??????????,0
????? ??????? ?? ???? ??????? ??? ??? ???? ?? ????? ??? ????? ??,0
?? ????? ????????? ???  ?????,0
???? ??? ????? ????? ?? ?? ???? ???? ?? ?? ??? ?????,0
??????? ???? ????? ??? ?????? ???????? ?????? ???? ??? ????? ??? ??? ?? ?? ??? ?? ????? ?? ???? ??? ???? ??? ???? ????? ??? ?????? ????,0
?????? ???? ???? ??? ???????? ???? ????? ???? ???,0
????? ?????? ????? ?????? ??? ???????? ???? ???????? ???? ?? ?? ?????? ?? ??????? ??????????? ???? ??????? ????? ???? ???? ???? ????? ??? ???? ???????,0
??? ???? ???? ???? ?? ?,0
???? ???? ?????? ????? ????? ?? ???? ??? ???? ??? ?????? ?????? ???? ?????? ?? ????? ??? ????? ?? ???? ??????? ??????? ????? ??? ?? ????? ???? ????? ??? ?? ????  ??? ?????? ??? ???? ?????? ?? ???? ??? ?? ?????? ?? ????? ?????? ?????? ??????? ??? ????,0
??????? ????? ?? ????? ??? ,0
??????? ???? ???? ????? ???? ??????? ??? ????? ??? ,0
?????? ??? ???? ?? ???? ??????? ?????? ???? ???,0
???? ????? ?????? ????? ???? ???? ?????? ??????? ??????? ?? ?? ?? ???? ??????? ?????,0
???? ??????? ????? ?? ??? ??? ?????? ?????? ???? ???? ???? ?????? ???? ??????? ???????? ??????? ??? ???? ??? ? ?????? ?????? ??? ?????? ????????? ?????????? ???????? ?????????? ?????? ??? ???? ???? ?,0
????? ????? ????? ?????? ???? ?? ???,0
????? ???? ???? ??? ????? ??,0
?????? ????   ?????????? ??? ??? ??? ???? ??? ???? ???? ???? ???? ????? ????  ???? ?? ????? ??? ???? ??? ???? ?? ???? ???? ???? ?? ???? ???????,0
??? ???????? ???? ???? ???? ??? ???????????????? ???? ????? ?? ???????? ???,0
???? ?????? ???????? ? ???????????,0
???????? ?????? ?????? ??????????,0
???? ???????,0
?????? ?????? ???? ???????,0
?????????? ???? ???? ????? ?????? ???? ?????? ???? ???? ????????? ???? ????? ?????? ???? ?? ???? ??? ??? ???? ??,0
???????? ?????? ??? ?????????  ????? ?? ????????? ??? ????? ?????? ??? ????? ??? ????? ?????? ???? ????? ???? ????? ???? ?? ????? ??? ???? ?????????? ???? ?????? ?????? ????? ?? ???? ????? ???? ???????????? ??????? ????? ???? ???? ???? ??? ??? ??????????? ?? ?????????? ?????? ? ???? ????? ???? ?????? ?????? ???? ?? ??? ???? ?????? ?????? ????? ??? ????? ?????????? ?? ??????? ????? ?? ? ????? ??? ?????? ???? ????????? ??? ???? ???????? ????? ????? ?????????? ????? ?????,0
????? ?????? ?????? ????? ??? ?????,0
?? ????????? ???? ???? ????? ??? ???? ??????????? ????????? ???????? ???? ???????????? ???? ?????? ???? ??? ??? ??,0
?????? ????,0
?? ????? ?? ??????  ???? ??? ??? ?????? ??? ??,0
?? ???? ???? ??????? ????? ?? ???? ????????,0
???? ???? ?????? ??? ???? ? ??? ??? ??? ???? ?????? ???? ?? ????? ???? ??? ????? ???? ????? ???,0
?????? ??????,0
????? ???? ???? ??? ??? ????? ??,0
????? ??? ?????? ???? ?????? ??????? ??????,0
????? ?? ???? ??????? ??????? ? ??? ???? ??? ???????? ??? ???? ??? ???? ??? ?? ??? ???? ??????? ??? ???? ???? ????? ????? ???? ??? ??? ???? ????? ????? ????? ?????? ????? ???? ?? ????,0
???? ????  ????  ???  ??????  ??? ?? ???  ???,0
???????? ???? ???? ??? ???? ?????? ?????? ????? ???? ???? ?? ??? ??????? ?? ??? ?? ???? ??? ?????? ??? ???? ??? ???,0
???? ?? ??????? ????????? ????????????? ??? ??????? ?? ??? ??? ???? ??,0
??? ?? ???? ????? ?? ????? ??? ????? ??,0
????? ???? ???? ??? ????? ??,0
??????? ???? ????? ??????????????? ??,0
???? ??? ?????? ????? ?????? ? ??? ?? ?? ?? ?????? ???? ????? ?? ??? ?????? ??????,0
????? ?????? ????? ??????? ?? ?? ???? ?????? ????? ??????? ???? ??? ??? ?? ????? ??????? ??????? ????? ?????? ?????? ??,0
????? ???????? ??? ??????????,0
??? ???? ???? ????? ???? ????? ?? ????? ?????? ???? ???? ?????,0
????? ??????????? ??????  ???? ??????? ????,0
????? ????????? ???? ????? ??????? ????? ??? ????? ??,0
?????? ?????,0
?????? ???? ?? ???? ?? ??? ????  ??????? ???? ???? ???? ???? ?????? ??????????? ???? ????? ????? ???? ????? ???? ???? ??,0
???? ?? ??? ???? ???? ?????? ?????? ?? ????? ??????? ???? ?????? ?? ?? ???????? ??? ??? ?? ????? ???? ???,0
?? ???? ?????? ??????? ???  ??????? ?????? ???? ?? ???? ?????? ?? ??  ?????? ???? ?????????   ??? ??????? ???? ???? ???? ??? ??????? ???? ??? ?? ???? ????? ??? ???? ???? ???? ??? ?? ???? ???? ???? ??? ?? ????? ???? ???? ???,0
?? ?? ??????? ???? ?? ?? ??? ???? ????? ???? ???? ???? ???,0
?????? ???? ?? ???????? ???????? ???????? ??? ?????? ????? ??? ?? ????????? ???? ???? ?? ??? ??? ?? ????? ???? ???? ??? ??? ??,0
???? ???? ???????? ?????? ??,0
?????? ?????? ???? ?? ???? ?????? ???? ????? ??  ??? ?? ????? ?????? ?????? ????? ???? ???? ??? ??? ?? ????? ??????? ???? ???? ??? ??? ?? ???? ???????  ????,0
?????? ????? ???? ????? ????? ??????? ??????? ?????? ?????? ???????? ???? ???? ???? ????? ???? ??? ???? ???? ???????,0
?? ???? ????  ????????? ??? ???,0
???? ?? ???? ??? ???? ???? ?????? ????,0
???? ???? ?? ???? ????????? ??? ?????,0
????? ???? ?????? ????? ???? ?????? ?????? ????? ???? ????? ???? ???? ?????,0
?? ??? ?????,0
??? ????? ???? ??? ???? ????? ?????????,0
????? ??? ???? ???? ???? ?? ???? ???? ???? ???? ????? ???? ??????,0
??????? ????? ?? ???,0
???? ?? ?????? ????? ?? ?? ??????? ????,0
?????? ?? ????? ??????? ????? ???????? ???? ?? ???? ?? ????? ???? ?? ????? ??????? ???? ?? ???,0
???? ??? ?? ???? ???????? ???? ????????? ???? ????,0
??? ?????? ??? ????? ?????,0
???? ????????? ???? ????? ???? ??? ??? ???? ??????????? ???? ???? ??? ???,0
???? ?? ????  ????????? ?????  ????? ????  ???? ????? ???? ??? ????? ?????? ????  ?? ???? ??? ???? ???? ??? ???? ????  ??????  ???????? ????????? ?????  ??? ?????? ????,0
????? ????? ??? ?????? ?????? ????? ????? ????? ??? ?????? ?????? ???? ????,0
????? ???? ???? ???? ??? ???,0
????? ?? ??? ????? ?????? ???? ???? ???? ??????????? ?????? ? ????? ???? ??? ????,0
?????? ????? ??,0
?????? ??????? ???????? ?? ?????  ?????  ??? ???? ???? ???? ???  ???? ???? ???? ???? ?????,0
??????? ?? ???? ?????? ?????? ??????? ????? ????? ????? ??? ?????,0
????? ???? ???????? ????? ????,0
?????? ???? ????? ????? ??? ???? ??? ????? ???? ??? ?? ???? ???? ????,0
????? ??? ???? ???? ?????? ????? ?????,0
?? ?? ?? ???? ??????? ??????  ???? ?? ?????? ?????? ?? ?????? ????? ?????,0
???? ???? ??? ????? ???? ???? ?????? ?? ????? ??? ???? ????? ?? ?? ??????? ??,0
???????? ????? ?? ?????? ????,0
???? ????? ?? ??????? ????,0
???? ? ????? ????? ???? ?????? ???,0
????? ???? ??? ??? ???? ????????  ??? ??,0
????? ? ???? ?? ???? ????? ??,0
????? ???????? ?? ???? ??????? ???????? ?? ??????????? ??????,0
???? ?? ??? ???? ??????,0
???? ???? ?????????? ??? ??????? ???? ???? ??? ???? ???? ?????? ???? ???? ????? ??? ?? ?????? ???? ??? ???? ??? ?? ???? ?? ???? ???   ????? ????? ???? ?????????????? ??? ?????? ????  ??? ??? ????? ???? ??? ????? ?????????? ?? ???? ??? ????? ?????? ???? ???????? ????? ????? ???,0
?????? ???? ???? ??? ????? ????? ???? ?????,0
?????? ??,0
??? ???? ?????? ?????????? ???? ???? ?????? ????? ????,0
????? ?????????,0
? ????? ??? ???? ??????? ???? ??? ?? ???????,0
?? ????? ??? ???? ???? ???? ?? ???? ????? ??????,0
???? ??????? ?? ???? ????? ????? ?????? ??? ??,0
?????? ???? ???? ??? ???? ??????,0
??? ???? ?????,0
?? ????? ??????? ???? ?????????? ??? ??? ???? ????? ???? ???,0
?????? ???? ???? ?????? ???????? ????? ???? ??? ???,0
??????  ?????  ????  ????????? ??   ???????  ??????  ?????? ???? ???? ,0
?????? ???????? ??????? ?????? ???? ??? ??????,0
????? ???? ?? ??? ???? ??? ??????,0
??? ???? ???,0
?????? ?????,0
???? ???? ???? ????? ????,0
??? ?? ???????? ??  ??? ?? ?????? ???? ???? ??? ??,0
??? ?? ??? ???? ??,0
?????? ????? ?????? ???? ?????? ?????????? ???? ???? ???? ??? ???? ???? ??,0
????????? ??? ???????,0
????? ?? ??????  ?????? ?????? ????? ???? ???? ?? ?????? ???????????? ??????? ????? ?????,0
????? ????? ??????? ?????? ?? ???? ???? ???,0
?????? ???? ?? ?????? ???????? ???? ??? ????,0
?????? ???? ???? ????? ???? ,0
?????? ??????? ?? ???? ??? ??,0
???? ??? ??? ???? ??? ???,0
???????? ????? ??? ??? ???????? ???????? ?????????,0
??????? ???????? ???? ????? ???? ?? ?????????? ???? ???? ?? ?????? ??? ?????????????? ?????????????? ????? ???? ????,0
????? ????,0
?????????,0
?????? ??? ???? ????????? ??? ???? ?????,0
???? ????? ?????,0
??????? ??? ???? ?????? ???? ???? ???????????? ???? ???? ????? ???? ???? ?????? ?? ???? ???? ??? ??????,0
???????? ?????? ??????? ?????? ???? ??????? ???,0
??????????? ???? ???? ???,0
????????? ?? ?????  ??????????,0
????? ?????? ???? ??? ?????? ?????? ???? ??????,0
???? ????? ?????? ???? ???? ???? ???? ???? ?????? ???,0
?????????? ???? ???????? ??? ??? ?????? ????? ??? ?????? ???? ???,0
??? ?????,0
?? ????? ????,0
????? ?????? ????? ???? ???? ???,0
???? ???? ??? ?? ???? ????? ????? ?????,0
???? ???? ????? ?????,0
?????  ????,0
???? ????? ???? ?????? ????? ?? ??? ???????? ??? ???? ?? ?????,0
??????? ??? ???? ????? ???????  ???? ?? ????? ????? ????? ??,0
????? ???????? ????? ???? ???? ???????? ???????? ?? ??? ??????? ??? ????? ????? ???????? ????? ????? ???????? ????????? ???????????????? ????? ????? ??????,0
?? ?????? ?? ????? ????? ?? ?? ???? ???? ????? ??? ????,0
?????,0
?????? ??? ???? ??? ?? ???? ??? ???? ???,0
????? ???? ?????? ??????? ??? ??? ??? ??? ?? ??? ??? ??????? ???? ????? ??? ??? ??? ???? ??????? ?????? ???????? ????? ??? ???? ?????? ???? ??? ????? ??? ???????? ???? ??? ??? ?? ????? ???????? ???? ???,0
????? ????? ???? ?? ??? ??? ???? ??? ??? ?? ??,0
????? ?????,0
?????? ????? ???? ,0
????? ????,0
???? ???? ??? ???????? ????? ?????????? ??? ????? ????? ????????? ??? ??? ????? ?????? ???????? ????? ?????? ??????? ????,0
????? ????,0
?????? ?????? ?????  ??? ???? ?? ??? ??? ?? ??? ?????? ????? ????????,0
????? ??? ?? ???? ?? ???,0
??? ?? ???? ??? ?? ???? ?????? ????? ?? ????? ?? ??????,0
????? ?????? ?? ?????? ??? ???? ????,0
?????? ???????? ?? ???? ???,0
?????? ????? ????? ???? ?????? ???? ??????? ???? ?????? ????? ???? ???? ???? ??? ?????? ???? ??????? ?????? ?????,0
???? ???? ?????? ??? ??? ??? ?? ??? ???? ????? ???? ????,0
????????? ???? ???? ???? ????  ?? ??,0
???? ???? ?? ??????? ???? ???,0
????? ????,0
????? ?????? ??,0
?????? ?? ??? ???? ???? ????? ?????? ??????? ????? ??? ????? ????,0
??? ???? ???????? ?????? ???? ???? ??? ????? ???? ???? ????? ??? ????? ???? ?????? ???? ??? ??? ????,0
????? ????,0
????? ????,0
????? ????? ?????? ?? ??? ???? ????? ???? ???? ???? ??????? ????  ????? ????? ??? ??? ??? ??? ?? ?? ??  ?? ???? ??? ?? ???  ??? ??? ???? ???? ?????? ???? ?? ??? ?? ??? ??? ??? ???? ????,0
?????? ????????? ???? ??,0
?????????? ??????? ????????? ?? ???? ???? ?? ??????? ???? ???? ????? ?? ?? ?????? ???????????? ?????? ????????? ?? ???????? ???? ????? ?????????? ???? ?? ???????? ??? ?? ?????? ?????? ?? ??? ???? ????? ???? ??? ??????? ????,0
??? ?????? ????? ????,0
????? ?? ????? ?? ????? ??? ?? ??????? ?? ????? ???? ??? ?? ????? ???????? ????? ????? ????,0
??????? ??????? ?? ???????? ?? ??? ???? ??? ???? ?? ????,0
?????? ????? ? ?????? ?????? ?????,0
????? ????,0
?????????? ???? ????? ??? ???? ?? ???? ????,0
???????? ??????? ??? ??????,0
?? ????????? ?????? ????,0
???? ????? ????? ?????,0
?????? ??? ?? ???? ???? ??? ???? ?????? ???? ??????? ??? ????? ??????? ???? ?????? ????? ????? ???? ????? ???? ?????? ???? ??? ??? ???,0
????? ????? ?????,0
???? ???? ??,0
????? ???? ??? ????? ?? ?????? ??? ?????? ????? ????,0
???? ???? ???? ?????? ?????? ??????,0
?????? ???? ????? ????,0
????? ?? ??????? ??? ???? ???? ????? ?? ?????? ????? ???? ???? ??  ???????,0
? ?? ????? ??? ?? ???? ???? ??? ?? ??? ????? ??? ???? ????? ??? ????? ??? ??????? ?????? ?????,0
????? ???? ???? ???? ??? ????  ???? ????? ??? ????  ???? ?????????,0
?? ???? ???? ?????????? ????  ??????,0
?????? ????? ??? ????? ???????? ????? ????? ?????? ????? ???? ??? ???? ? ?? ??,0
???? ????? ????? ???? ??? ??????? ????? ??? ?? ????? ????????? ? ??? ??? ??????? ??? ???? ???? ??,0
???? ???? ???????? ?????????,0
????? ?????,0
??????? ?????? ????? ????????? ????? ???? ???? ???????? ???? ?????? ??? ????? ?? ??,0
???? ??? ??? ???? ?????? ???? ??????? ?????? ?????? ??? ??? ????? ????? ??? ?????? ??? ??? ???? ??? ?????,0
??? ??????? ?? ???? ???? ?????,0
?????? ?????? ????? ???????  ????  ,0
????? ??????? ???? ????? ???? ???? ???????? ?? ???? ????,0
??? ??? ?????????? ???? ?????? ??????? ?????????????????? ??? ???? ????? ?? ???? ?????? ????????? ???? ?????? ?????? ??? ???? ???? ????? ??? ????? ?? ??? ??? ?????? ??? ?? ??? ?????? ???? ???? ?????? ????? ???? ???? ??? ?????? ???????? ???????? ?? ???? ??????? ??,0
????? ???????,0
????? ???? ????? ?????,0
??? ?? ???? ???,0
????? ??? ??? ?????? ???? ??? ?? ???????? ???? ???? ??? ??? ???,0
?????? ???? ???? ?? ??????,0
?????????? ????? ???? ????? ?????? ???? ???? ?? ?????  ?????? ?????? ?????? ???????? ???? ??? ????? ??? ???? ??????  ?????? ????? ???,0
????? ????? ???? ???????????? ??? ???????? ???? ????? ?????????????,0
??? ??? ??? ???? ?? ??? ??????? ???????????? ??? ????? ????,0
????? ???? ??????????? ????? ?????? ???? ?? ?? ?????? ???????? ?????? ?????? ?????  ?????? ????? ?? ????,0
??? ??? ??? ????? ????? ??? ???? ????? ?? ??????? ???? ????? ??? ?????????,0
?? ?????? ???? ???? ????? ?????????? ????? ??? ???? ?? ????? ????? ?????? ???? ??????? ???? ???? ????? ?? ???? ??? ??????? ???? ??? ?? ??? ???? ????? ?? ?????? ???????? ???? ???? ???,0
????? ???? ??? ??,0
????????? ???? ?? ?????? ???? ????????? ??????,0
?????????? ??????? ???? ??????? ???????????? ??? ?????? ????,0
????? ???? ????? ??????? ?????? ???? ??? ??????? ??? ???? ???? ????? ????? ?????? ?? ??,0
????? ?????? ?? ??????? ???? ????? ???? ????? ????,0
????? ??? ????? ???? ????? ????? ????? ?????????? ????????? ???? ?????? ????? ???????? ??? ???? ??? ????? ??????? ??? ???? ???? ????? ???? ???? ???? ???? ???? ????,0
????? ?? ?? ??????????? ???? ????? ?????? ??? ?? ???? ????? ????? ???? ???? ????,0
??? ??????? ??????? ??? ???? ????? ?????,0
????? ??? ?? ???? ???? ????? ?????? ??? ???? ??? ?????? ??? ???? ???? ?? ??? ?? ???? ??? ????? ????? ??? ???? ??? ????,0
????? ????,0
?? ?????? ?????? ???? ?? ?????? ?? ???,0
????? ?????? ?????? ???? ????? ???? ????? ?????? ???? ????? ??? ???? ?? ????? ???? ???? ??? ?????,0
????      ???????????????????????????????,0
???????? ???? ????? ??? ??????? ????? ??? ??????? ????? ???? ??? ????? ??? ??? ?? ????? ??????? ????? ???? ???? ???  ????? ????? ?????,0
???????? ??? ??????? ????? ??????? ?????? ???? ???? ???? ??????? ??? ???? ?? ????? ???? ?? ????? ?????????? ???? ???? ??? ??? ???? ???? ?????????? ???? ??,0
??? ?? ?? ???? ??? ????,0
??????? ????????? ???? ????? ??? ???? ?????? ??????? ???? ?????? ??????? ?????? ???? ??????? ??? ???? ???? ?????? ????,0
????? ???? ???? ???????,0
??????? ????? ??? ???? ????????? ???? ???? ??? ????? ??? ???? ?????? ???? ???,0
?????? ?????? ?????? ????? ?? ????? ??? ???,0
???? ?????? ????? ???? ?????? ????? ??? ????? ????? ??? ?????? ???? ?? ?? ?????? ???? ????? ????????????????? ????? ???????,0
???? ???? ????,0
?? ??? ????? ????? ???? ???? ??????? ????? ?????? ??  ????? ??? ?? ?? ????? ?????? ????? ?????? ?? ?????? ?????? ?????? ????,0
?????? ??????? ???????? ??? ??? ???? ???? ???? ?????? ????? ?????? ??? ??? ????? ????????? ?????  ???,0
????????? ?????? ???? ???? ??? ?????? ????? ??,0
??????? ?????? ???  ????  ?? ??? ?? ???,0
???? ?????? ??????? ?????????? ????  ???? ????,0
?????? ??? ?? ??? ?????????,0
??? ?????? ???????? ?????? ?? ?????? ???? ???,0
?? ?????? ????? ????  ????? ?????? ????? ???  ?????? ????? ?????? ????  ???? ????  ????? ??? ???,0
?? ???????? ????? ???????? ????????? ??????? ???? ???? ?????????? ??????????? ??? ??? ????? ???? ??? ?????? ?????? ????????  ??????? ,0
???? ?????? ???? ????? ??????????,0
???? ?????? ????? ???? ????? ??? ???? ?????? ????? ???? ??? ?? ?????? ????? ??????? ?????? ???? ????? ???? ???? ?????,0
??? ???? ???? ???? ?? ????? ???? ???? ???? ???? ??? ???? ?????? ???,0
????? ??? ???? ??? ??? ?? ?????? ???? ??????? ???? ???? ?????? ????? ????? ????? ?????? ????? ? ??? ??? ????,0
????? ????,0
??? ???? ???? ???? ?????? ????? ??? ???????? ???? ???? ????? ?????? ??  ??? ????? ??????? ?????,0
????? ??????? ???? ????? ??,0
?? ??? ?????? ?? ????,0
??? ?????? ??? ????? ????????????? ??????,0
???? ?? ?????? ??? ???????? ??? ?????? ?? ??? ???? ???? ??? ????? ??? ??? ??? ??? ??? ?? ????? ? ??? ???? ???? ???? ????    ??? ?????? ???? ????? ????? ?????? ????? ???? ???? ?? ??? ??? ???? ??? ??????? ?? ???? ?????? ???????? ??? ?????? ??? ?? ??????,0
?????? ?? ???? ???? ?? ?????????,0
????? ???? ??????,0
?????? ??? ???????? ???? ??? ????? ???? ??? ????? ?? ????? ????? ?????? ????????? ??????? ???? ?????,0
??????? ?????? ?????? ?????? ???? ??????? ????? ?? ???????? ??? ??? ????? ???????,0
??? ??? ???? ?????? ????? ??? ??????? ???? ??? ????,0
????? ???? ???? ?? ???? ???? ???? ??? ???? ??,0
??????? ?????? ??? ?? ????? ???? ???? ??? ????? ???? ?????????,0
????? ??? ???? ???,0
???????? ?? ?????????? ?????? ?????? ??? ??? ?? ?? ????? ??????? ??? ???????,0
??? ????? ??????????? ????? ?? ???????? ?????? ????? ???? ??? ??? ???? ???? ????? ??????? ????? ????? ????????????? ??? ??? ???? ???? ??? ????,0
????? ?????? ?????? ?? ?? ????????? ?????? ???? ???? ??,0
???? ????? ???? ???????? ?? ?????? ???? ?????? ??,0
?? ???????? ??? ??? ???? ?????? ???? ??????? ????,0
?????? ????????? ????? ???? ???? ???? ????,0
??? ???? ???,0
????? ??????????? ??? ?????,0
??????? ?????? ???? ?? ??? ????,0
????? ??? ?????? ???? ???,0
??????? ?????? ????? ??? ???? ????? ??? ??? ????,0
?????? ???? ???? ??????,0
???? ???? ??? ?? ?? ?????? ?????? ?? ??? ???? ?????? ???? ???? ?????? ??? ????? ????? ??? ???? ???? ?????? ????? ?????? ??????? ????? ???? ??? ?????? ??????? ?????? ???????? ??????,0
?????? ????,0
???? ????? ?????? ?????,0
???? ????? ????? ?????????? ????,0
???? ???? ???? ???????? ??????? ???????? ???? ???? ??? ???? ?? ???? ????? ????? ???? ????? ?????? ???? ??? ????? ?????? ???????????? ????? ??? ???? ??????? ??????? ????? ?????? ??????? ??????? ?? ????????? ????? ???????? ?? ??????? ???? ???? ??? ???? ?????? ??? ? ???? ????? ?????,0
????? ??? ????? ???,0
?????? ?????? ??? ???? ??? ??????,0
??? ?? ???? ????? ?? ????? ???? ????? ???? ?? ?????? ?? ??? ??????????? ????????? ???? ??????????? ?? ???? ???? ??? ????? ?????,0
???? ????? ?????? ?????? ?? ???? ?? ????,0
???? ???????? ???? ??? ?? ?? ???? ?? ????? ??? ???? ? ?? ???? ???? ?????? ????,0
?????? ?????? ???? ???????? ??? ?????? ??????? ????????? ???? ??????? ??????????  ??? ???????? ??? ????? ??????,0
?????? ??? ???? ???????? ??????? ??????? ??,0
?????????? ?? ?????? ??? ?? ????? ???  ??????? ?????? ??? ?? ???????? ??????  ?????????? ,0
?? ???? ??????? ?? ????? ???? ??? ????? ???????????? ?  ??????,0
?????? ??????? ?? ????????? ??????? ????????? ????? ?? ???? ???? ????? ??? ??,0
?? ?? ?????? ???? ????? ??? ?????? ????? ??? ????? ??? ??? ??? ???? ?????? ????? ?????? ????? ??? ???? ?????? ??? ??? ??? ???? ????  ?????? ?????????? ??? ???? ???? ???? ???? ????? ???? ???????? ???? ?? ?????????? ???????? ?,0
???? ????,0
????? ?????,0
????? ???? ????,0
??? ???? ????? ?????? ????? ????? ??? ?????? ?????? ????? ??? ??? ????? ?????? ??? ??? ??????,0
???? ???? ????,0
??????? ????? ??? ????  ???? ??? ???  ??? ????? ??? ???? ???? ??? ,0
??? ????? ????? ???? ?? ???,0
????? ????? ????,0
???? ???? ???? ????????? ???????????? ?????????????? ???????????? ????? ???? ???,0
??? ?? ??????? ??? ?????? ??? ?? ??? ?? ???? ????? ??????  ????? ???? ?????,0
????? ???? ???????? ????? ??? ???? ??? ???? ?????? ??? ???,0
??? ???? ??? ??????,0
??? ???? ?????? ???? ?? ?????? ??????? ??? ???? ????,0
?? ?? ?? ???? ???? ?????? ???? ???? ???? ??? ???? ??? ???? ??,0
????? ???? ???? ???? ???,0
????? ????,0
????? ???? ????,0
??????  ???? ??? ?? ????? ??? ??? ??????  ???? ??? ????,0
??????? ???? ???????   ?????  ???? ?????,0
?? ?????? ????,0
??????? ???? ???? ?????? ?????? ???? ????? ?????,0
???? ???? ???? ???? ???? ??? ????,0
????? ????,0
????? ????,0
????? ????,0
?? ?????? ???? ??????,0
??? ?????? ????????? ???? ???? ??? ????? ?????? ??? ???? ????????? ???? ???? ?????? ?? ??? ?? ??? ??? ????????,0
???????? ???? ????? ?????????? ?? ????? ????? ???? ??? ?????????? ??????? ?????????? ???? ???? ??? ??? ???? ??? ?????? ??? ??? ??? ??????? ????????  ???? ????? ??????? ??????? ???? ??? ? ??????? ??? ???? ??? ????? ,0
????? ????? ???? ???? ??? ???? ?????? ??? ???? ????? ????? ????? ????? ???? ??? ??? ???? ?? ???? ???? ???? ??? ???? ???? ??? ????? ???? ?????? ?? ????????  ???? ?? ?????? ???? ???? ????? ?? ?? ???? ????? ?????  ???  ???? ????? ???? ????,0
????? ????? ?????? ?????? ????? ??????–???? ????? ????? ?????????? ???? ??? ??? ???? ??–?????? ??? ????? ?????????? ???? ??? ??? ???? ?????? ????? ????? ??????????? ???? ????? ?????? ?????? ??? ???? ??–???? ??? ????? ???????????? ?????? ??????? ???? ????? ??? ??–??? ??? ???? ????? ???????????? ??????????? ???? ???? ???–????????? ????????? ????? ?????????? ???? ??? ?????????????? ??? ????????????? ??? ??? ??? ?? ???????? ?????? ????????????? ???? ???????????????? ???? ???????????? ????? ?? ??????? ??????? ????????????? ??????? ???? ?????? ????????????? ??????????? ????????? ???????? ???? ??????? ????? ??,0
?????? ????????? ??????????? ????????? ????? ???? ????????? ????? ?? ?? ??? ???? ??????? ??? ?? ?????? ????????? ???? ?? ????????? ????????? ??? ????? ??? ??? ????,0
???????? ??? ????? ?????? ???? ??? ??? ????? ?? ????? ?????? ???? ??????? ??? ????  ?????? ??? ???? ????? ???? ??????? ???? ??  ??? ??? ????? ?????? ?? ???? ?????  ??? ?? ??? ???? ????? ?????? ??????? ???? ??? ??? ????? ??  ??? ??? ??? ???? ????? ?? ????? ???? ??  ???? ??? ????? ??????? ???? ????????? ???? ???? ????? ?????? ??????? ????  ??? ????? ?????? ???? ????? ????? ?????? ?? ??? ???? ????? ??? ???? ??? ??? ???? ?????? ???? ?????? ,0
??? ?????? ????? ??????? ????????? ????? ?????? ???? ????? ??? ????? ??? ???? ???? ????? ??? ?? ????? ?????? ???? ???? ??????? ?????? ????? ????? ?????? ??????????? ???? ?? ????? ???? ?????? ????? ???????????? ??? ????? ????? ?????? ?? ???? ???? ???? ???? ???? ???? ????????? ?????,0
?????? ???? ?????????? ????? ??? ???? ??????? ??? ??? ????? ????…??????? ???? ??? ???? ?????? ???? ??? ???? ????? ??? ?? ??????? ??? ?? ???????? ????? ????? ????? ???? ??? ???? ??????? ?????? ????? ??????,0
